id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1108579,https://www.nocarz.pl/rooms/1108579,20241221052002,2024-12-21,city scrape,Marvellous Stucco Apartment Kudamm AAA Location,"Dreamlike Art Nouveau stucco old apartment in the best location. Wilmersdorf, Pfalzburger Strasse between Kudamm and Ludwig Kirch Platz in the heart of Berlin. 87 sqm living space, 1st floor, French balcony, large stucco living room (ceiling height over 4 meters), double doors and stucco portals, kitchen (dishwasher), flat screen, leather sofa, DVD etc. AAA location U-Bhf Adenauer Platz (2 min.) Ludwig Kirch Platz (200 m).  Swabian baker and French patisserie in (2 min)",,https://a0.muscache.com/pictures/3b991a9b-34c2-4606-bef7-5babc6a78f24.jpg,6086120,https://www.nocarz.pl/users/show/6086120,Matthias,2013-04-25,"Berlin, Germany","International Consultant, cosmopolit., expat experience, english, french, german language. Like to meet international people. Everyone is a stranger somewhere !",within a few hours,60%,83%,f,https://a0.muscache.com/im/users/6086120/profile_pic/1366886187/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6086120/profile_pic/1366886187/original.jpg?aki_policy=profile_x_medium,Wilmersdorf,2,3,"['email', 'phone']",t,t,,Düsseldorfer Straße,Charlottenburg-Wilm.,52.49941,13.32183,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""TV with standard cable"", ""Kitchen"", ""Hangers"", ""Shampoo"", ""Hot water"", ""Heating"", ""Elevator"", ""Washer"", ""Wifi""]",$106.00,92,365,92,92,365,365,92.0,365.0,,t,28,58,88,363,2024-12-21,4,0,0,2014-06-02,2019-11-30,4.0,3.0,2.67,3.33,3.33,5.0,3.67,,f,1,1,0,0,0.03
31842746,https://www.nocarz.pl/rooms/31842746,20241221052002,2024-12-21,previous scrape,Beautiful and quiet dream apartment in Mitte,"+++ 80 sqm, perfect space for 4 people<br />+++ 2 bedrooms, two bathrooms<br />+++ Fully equipped kitchen and dining space<br />+++ Comfortable lounge area<br /><br />Welcome to our apartment, which is conveniently located in Mitte, bordering Prenzlauer Berg. It has everything you need to enjoy a luxurious stay.  Lively Rosenthaler Platz and Kastanienallee are close by. Tram and U-Bahn stops are just a few minutes away.  It is the perfect location to explore the city.","This area in former East Berlin is exceptionally beautiful with carefully renovated buildings, tree lined streets, small parks and hidden courtyards. It is quiet if you want your peace and a good night sleep. At the same time there are plenty of excellent bakeries, restaurants and cozy bars nearby. <br />For history buffs the Berlin wall memorial is close by. So are the lively Kastanienallee and Oderbergerstrasse where you find small shops with vintage clothing, books and other gems. The weekly flea markets at Mauerpark and Arkonaplatz are right around the corner as are two arthouse cinemas.",https://a0.muscache.com/pictures/miso/Hosting-31842746/original/c1b6ac68-a2bf-4eff-a690-01b54b680fc3.jpeg,238646049,https://www.nocarz.pl/users/show/238646049,Pieter & Anne,2019-01-24,"Brussels, Belgium","We work in the fields of IT and Organisation Development and have two teenage daughters. When we're not working we love to travel, hike in the mountains, or just relax with a good book and some music. Our time is divided between Brussels and Berlin. 
We offer a cosy, quiet and spotless place at a great location.  All we ask is that you treat the apartment with the same care and respect as we do! ",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/8f6626aa-40fe-453f-be56-942840357ebe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8f6626aa-40fe-453f-be56-942840357ebe.jpg?aki_policy=profile_x_medium,Mitte,1,1,"['email', 'phone']",t,t,"Berlin, Germany",Brunnenstr. Süd,Mitte,52.53625,13.40263,Entire condo,Entire home/apt,4,,2 baths,2,,"[""Wine glasses"", ""Kitchen"", ""Shampoo"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Electric stove"", ""Sound system"", ""Dishes and silverware"", ""Outdoor playground"", ""Coffee maker"", ""Hot water kettle"", ""Hair dryer"", ""Patio or balcony"", ""Microwave"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Children\u2019s books and toys"", ""Private entrance"", ""Paid parking off premises"", ""Shared backyard \u2013 Fully fenced"", ""Drying rack for clothing"", ""Books and reading material"", ""Dining table"", ""Shower gel"", ""Hangers"", ""Body soap"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Dishwasher"", ""Garden view"", ""Toaster"", ""Courtyard view"", ""Clothing storage: closet"", ""Free washer \u2013 In unit"", ""Oven"", ""Cleaning products"", ""Wifi"", ""Iron""]",,3,30,3,3,30,30,3.0,30.0,,t,0,0,0,0,2024-12-21,70,14,0,2019-03-11,2024-10-01,4.91,4.93,4.91,4.87,4.84,4.96,4.68,01/Z/RA/014638-22,t,1,1,0,0,0.99
569264570224777368,https://www.nocarz.pl/rooms/569264570224777368,20241221052002,2024-12-21,previous scrape,Apartment in Köpenick,"Enjoy the quiet location of Köpenick, with good access to the public transport network ( tram and bus nearby ). On 37m² with a large balcony and the modern kitchen, feeling comfortable is safe. The shower room with washing machine also speaks for the apartment. Shopping facilities can be reached in about 400 meters. The location of the forest edge (near hospital Köpenick )speaks for rest and many opportunities for relaxation.<br />Rented is for monthly bookings only.",,https://a0.muscache.com/pictures/miso/Hosting-569264570224777368/original/d64d11e9-3520-47ae-9654-e02e71e14ab3.jpeg,446614266,https://www.nocarz.pl/users/show/446614266,Jörg,2022-02-24,"Berlin, Germany","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/29c74bb6-29b2-4284-8736-fc9978b3202f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/29c74bb6-29b2-4284-8736-fc9978b3202f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Köpenick-Süd,Treptow - Köpenick,52.439201,13.597312,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Kitchen"", ""Smoke alarm"", ""TV"", ""First aid kit"", ""Washer"", ""Wifi""]",,92,365,92,92,365,365,92.0,365.0,,t,0,0,0,0,2024-12-21,1,0,0,2022-12-24,2022-12-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.04
1042002077702812348,https://www.nocarz.pl/rooms/1042002077702812348,20241221052002,2024-12-21,city scrape,Large room in the heart of PBerg,"We live in a shared flat with 4 guys from the startup / tech space in Berlin (all in their 20s-30s).<br /><br />Our apartment is in the heart of PBerg, right in front of the Eberswalder metro station / junction, and 5min walk from Mauerpark.<br /><br />The apartment is new, with excellent sound insulation (quadruple glazed), and high-speed Wifi.<br /><br />The room is fully furnished, and comes with shelf, working desk and chair, double-bed, and a large TV.",,https://a0.muscache.com/pictures/miso/Hosting-1042002077702812348/original/960f0062-c507-45f0-b76a-ff12554e335e.jpeg,15523420,https://www.nocarz.pl/users/show/15523420,Benjamin,2014-05-14,"Vallendar, Germany","Venture Capitalist from Germany, with big ambitions and a big heart.",N/A,N/A,0%,f,https://a0.muscache.com/im/users/15523420/profile_pic/1433610373/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/15523420/profile_pic/1433610373/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,,Prenzlauer Berg Südwest,Pankow,52.54086389444575,13.410653098890911,Private room in rental unit,Private room,2,2.0,2 baths,1,1,"[""Kitchen"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Washer"", ""Wifi""]",$30.00,92,180,92,92,180,180,92.0,180.0,,t,28,58,88,194,2024-12-21,0,0,0,,,,,,,,,,,f,1,0,1,0,
1208423303892667868,https://www.nocarz.pl/rooms/1208423303892667868,20241221052002,2024-12-21,city scrape,Homaris East Side Hotel - Superior Einzelzimmer,"The Superior single room has a cozy bed (90-120 cm), a flat-screen TV, safe, minibar, desk and Jacobs capsule machine with tea making facilities with tea making facilities. The soundproofed windows offer you a quiet atmosphere to relax. The spacious bathroom is equipped with a rain shower, toilet and high-quality toiletries. You can enjoy the view to the quiet backyard or the picturesque Spreeseite.",,https://a0.muscache.com/pictures/miso/Hosting-1208423303892667868/original/4febbe50-bc55-429f-a850-afd747823490.jpeg,574816330,https://www.nocarz.pl/users/show/574816330,Homaris East Side Hotel,2024-04-29,,"Welcome to the Homaris East Side Hotel.
The stylish rooms offer the ideal combination of comfort and functionality with comfortable beds, modern bathrooms and, of course, free WiFi.
The Homaris East Side Hotel is located right next to the East Side Gallery and the banks of the Spree, the Oberbaumbrücke and public transport is also just around the corner.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-574816330/original/5f22efef-69aa-4ba5-a0ec-dfeb144d1f33.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-574816330/original/5f22efef-69aa-4ba5-a0ec-dfeb144d1f33.png?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,52.50340869999999,13.4455127,Room in hotel,Private room,1,0.0,0 shared baths,1,1,"[""Exterior security cameras on property"", ""Smoke alarm"", ""TV"", ""Self check-in"", ""Wifi"", ""Smart lock""]",$73.00,1,365,1,2,999,999,1.0,999.0,,t,30,58,88,325,2024-12-21,0,0,0,,,,,,,,,,"Legal entity name and Legal form: Homaris Six GmbH <br/>Legal representatives or Trade register number: HRB 253812 B <br/> Entity address: Brunnenstraße 4, 10119, Berlin, Deutschland <br/>Listing address: Mühlenstr. 6, 10243, Berlin, Deutschland",t,6,0,6,0,
628079859368251526,https://www.nocarz.pl/rooms/628079859368251526,20241221052002,2024-12-21,city scrape,Spacious 1 bd Apartment in the center of Berlin,"We welcome to you stay in our spacious and well-equipped apartment. Our inviting apartment is great for creatives, business travelers, and anyone on vacation. It features two distinct work spaces, a living room with projector and speaker, and a large bedroom.<br /><br />Our modern apartment has central heating, mood lighting, and many Alexa features.<br /><br />This apartment is also great for allergy sufferers. We have a strong air filter and humidifier, for anyone coming during allergy season or the dry winter!",,https://a0.muscache.com/pictures/miso/Hosting-628079859368251526/original/86728039-5a8a-486a-b6ed-0f98f476e1ee.jpeg,459360248,https://www.nocarz.pl/users/show/459360248,Noah,2022-05-16,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/eac420bc-bcf2-4e2d-958d-42d3901c14cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eac420bc-bcf2-4e2d-958d-42d3901c14cb.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,52.52850950440801,13.436410854662068,Entire condo,Entire home/apt,4,1.0,1 bath,2,2,"[""Kitchen"", ""Smoke alarm"", ""BBQ grill"", ""Dedicated workspace"", ""Washer"", ""Outdoor dining area"", ""Wifi""]",$100.00,92,360,92,92,1125,1125,92.0,1125.0,,t,30,60,90,365,2024-12-21,0,0,0,,,,,,,,,,,f,1,1,0,0,
893239731315848984,https://www.nocarz.pl/rooms/893239731315848984,20241221052002,2024-12-21,city scrape,"Blueground | Prenzlauer Berg, nr Mauerpark","Discover the best of Berlin, with this two bedroom apartment in Prenzlauer Berg. . It’ll be easy to simply show up and start living in this airy Blueground furnished apartment with its fully-equipped kitchen, charming living room, and our dedicated, on-the-ground support. (ID #BER86)","This furnished apartment is located in Prenzlauer Berg, a centrally located and family friendly neighborhood in northeast Berlin. The area is known for its relatively young population, and is especially popular for those with young children. There are cafes and restaurants throughout the area, including notable international options like Wen Cheng Handpulled Noodles. Anyone who likes to cook will be pleased by the selection of local supermarkets and Prenzlauer Berg hosts a popular Sunday farmer's market at Mauerpark. The MACHmit! Museum for Children and the Zeiss Planetarium are both located in the neighborhood. Prenzlauer Berg is served by several U-Bahn and bus lines.",https://a0.muscache.com/pictures/prohost-api/Hosting-893239731315848984/original/2bb5fc81-822f-4a94-a395-c0db726d536c.jpeg,434485440,https://www.nocarz.pl/users/show/434485440,Blueground,2021-12-03,"Berlin, Germany","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within a few hours,70%,99%,f,https://a0.muscache.com/im/pictures/user/98fbf951-af01-449c-889e-c955e0f99c8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98fbf951-af01-449c-889e-c955e0f99c8f.jpg?aki_policy=profile_x_medium,,322,325,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Nord,Pankow,52.551494,13.4145912,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer"", ""Patio or balcony"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Heating"", ""Dedicated workspace"", ""Pets allowed"", ""Essentials"", ""Dishwasher"", ""High chair"", ""Oven"", ""Bathtub"", ""TV"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Self check-in"", ""Cooking basics"", ""Wifi"", ""Iron""]",$100.00,90,1125,92,334,1125,1125,97.9,1125.0,,t,30,60,90,365,2024-12-21,0,0,0,,,,,,,,,,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstraße 3a, 10823, Berlin, Germany <br/>Listing address: Rodenbergstraße 1, 10439, Berlin, Germany",t,318,318,0,0,
1055776667501135866,https://www.nocarz.pl/rooms/1055776667501135866,20241221052002,2024-12-21,city scrape,Light & Beautiful design,"Welcome to a luxurious apartment in the best location in Berlin!<br />Classy and central and quiet. Everything is at your doorstep- tourist attractions, art & culture, unique shopping and top restaurants.",,https://a0.muscache.com/pictures/miso/Hosting-1055776667501135866/original/e785d84a-1972-49cf-afe1-4a039b98d22d.jpeg,534950301,https://www.nocarz.pl/users/show/534950301,Renaud Edmond,2023-09-01,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/9d018ad7-90a3-4fef-ac60-04b4f96496ff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9d018ad7-90a3-4fef-ac60-04b4f96496ff.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Alexanderplatz,Mitte,52.52226,13.38499,Entire rental unit,Entire home/apt,6,2.0,2 baths,3,3,"[""Wine glasses"", ""Kitchen"", ""Smoke alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""Hair dryer"", ""Stove"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Portable fans"", ""Private entrance"", ""Lockbox"", ""Dining table"", ""Hangers"", ""Heating"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Toaster"", ""Mini fridge"", ""Oven"", ""Self check-in"", ""Cooking basics"", ""Paid street parking off premises"", ""Wifi""]",$276.00,3,365,2,4,365,365,3.0,365.0,,t,9,28,42,240,2024-12-21,31,31,4,2024-01-31,2024-12-07,4.68,4.61,4.81,4.97,4.84,4.87,4.58,"Legal entity name and Legal form: De Gambs Associates <br/>Legal representatives or Trade register number: 3506158 <br/> Entity address: 21-27 Lamb's Conduit Street, WC1N, GB, London , England <br/>Listing address: Reinhardtstraße 18, 10117, Berlin, Germany",t,2,2,0,0,2.85
791267392051140941,https://www.nocarz.pl/rooms/791267392051140941,20241221052002,2024-12-21,city scrape,Private room in Berlin-Mitte by the water,"This private room (shared living room and kitchen)  is perfect for visitors who need to stay in a very central but very calm area between garden and water/canal. <br /><br />You can have a walk or jog by the river directly infront of the flat/balcony, your room will be looking at the green patio. Berlin central train station is 15 mins walk. REWE, ALDI and DM are 5 mins walk away.<br /><br />Scwhartzkopfstrasse (U6) is 10 mins walk while Invalidenpark stop (you have trams like M10, M8 and M5) is 11mins walk.",,https://a0.muscache.com/pictures/3d2034e7-42d3-409c-acf2-cc96ee95b035.jpg,74573337,https://www.nocarz.pl/users/show/74573337,Mo,2016-05-29,"Berlin, Germany","Explorer, friendly and welcoming all!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-74573337/original/9217c08e-bad9-4aa1-9009-0d060879c2be.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-74573337/original/9217c08e-bad9-4aa1-9009-0d060879c2be.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,,Alexanderplatz,Mitte,52.5333199,13.3696629,Private room in rental unit,Private room,2,2.0,2 baths,1,1,"[""Wine glasses"", ""Coffee"", ""Kitchen"", ""Room-darkening shades"", ""Shampoo"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Safe"", ""Hot water kettle"", ""Hair dryer"", ""Portable air conditioning"", ""Refrigerator"", ""Hot water"", ""Freezer"", ""Bidet"", ""Coffee maker: french press"", ""Dining table"", ""Shower gel"", ""Hangers"", ""Body soap"", ""Heating"", ""Lock on bedroom door"", ""Waterfront"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Clothing storage: closet"", ""Free washer \u2013 In unit"", ""Oven"", ""Bathtub"", ""TV"", ""Cleaning products"", ""Shared patio or balcony"", ""Wifi"", ""Iron"", ""Exercise equipment""]",$55.00,1,1125,2,2,1125,1125,2.0,1125.0,,t,18,30,30,30,2024-12-21,120,54,4,2023-01-21,2024-12-14,4.95,4.93,4.9,4.87,4.95,4.91,4.81,01/Z/AZ/014972-23,t,1,0,1,0,5.14
3634705,https://www.nocarz.pl/rooms/3634705,20241221052002,2024-12-21,previous scrape,1 Apartment  in Mitte,"I offer my Studio apartment from 20.06.2017 to 28.06.2017. It`s located near Alexa Cente , approximately 28 Quatratmeter small with a balcony. The bathroom and the kitchen are very small but sweet;-)<br /><br />1 double bed 140x200 and  a pull-out couch",it is very Central and a good position to start :-),https://a0.muscache.com/pictures/48139c00-5e53-4603-a369-2d19200b19c6.jpg,18326018,https://www.nocarz.pl/users/show/18326018,Denise,2014-07-18,"Berlin, Germany","Hallo,

",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/18326018/profile_pic/1406579892/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/18326018/profile_pic/1406579892/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.51856,13.41955,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Coffee maker"", ""Hair dryer"", ""Patio or balcony"", ""Kitchen"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Wifi"", ""Iron""]",,92,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2024-12-21,3,0,0,2014-08-17,2017-06-29,5.0,4.67,4.33,4.67,5.0,5.0,5.0,,f,1,1,0,0,0.02
1968638,https://www.nocarz.pl/rooms/1968638,20241221052002,2024-12-21,previous scrape,Great Flat in Berlin city center,"Nice and cosy typical german Altbau flat, situated on the 3rd floor of the backside building. Charming and quiet area, 2 minutes walk to the river Spree or to the Tiergarten. You can join the city center by public transportation in 10 min.","The Moabit- Tiergarten Area is a quiet and green district in Berlin, slowly coming out. It is an authentic, mixed area, where you might find the last real Berliners living!! Family and Nature friendly :)<br />Well situated, between the Spree and the big Tiergarten, between West and East, you can have long walks along the river and join the Brandenburg Gate or go through the Parc and visit the Zoo. If you feel more like city center, the transportations is 5 min walking from the house!",https://a0.muscache.com/pictures/66918263/ea2cdb1e_original.jpg,7371707,https://www.nocarz.pl/users/show/7371707,Carole,2013-07-09,"Berlin, Germany","",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/7371707/profile_pic/1391090558/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7371707/profile_pic/1391090558/original.jpg?aki_policy=profile_x_medium,Moabit,1,2,"['email', 'phone']",t,f,"Berlin, Germany",Moabit Ost,Mitte,52.52054,13.35296,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Heating"", ""Kitchen"", ""Wifi""]",,92,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,2024-12-21,8,0,0,2015-03-03,2016-02-17,4.5,4.75,4.5,4.75,5.0,4.75,4.75,,f,1,1,0,0,0.07
45809645,https://www.nocarz.pl/rooms/45809645,20241221052002,2024-12-21,city scrape,Studio Apartment am Görlitzer Park,,"The apartment is located in the Berlin-Kreuzberg district.<br />On foot you reach the East Side Gallery, the colorful open-air gallery with the partly world-famous works of art of the Berlin Wall.<br />Opposite, the Mercedes-Benz Arena attracts with numerous concerts and sporting events such as ice hockey or basketball. Along the Media-Spree you can reach the Badeschiff and the Event-Location Arena Berlin.",https://a0.muscache.com/pictures/4bd2cf22-07cc-4c98-b7c0-54277e974d26.jpg,371153162,https://www.nocarz.pl/users/show/371153162,Apartmenthouse Berlin,2020-10-08,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/167a170a-0766-4628-9424-0a1308a61a99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/167a170a-0766-4628-9424-0a1308a61a99.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",südliche Luisenstadt,Friedrichshain-Kreuzberg,52.49374,13.4382,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Wine glasses"", ""Kitchen"", ""Room-darkening shades"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Portable fans"", ""Lockbox"", ""TV with standard cable"", ""Clothing storage: wardrobe"", ""Books and reading material"", ""Fire extinguisher"", ""Dining table"", ""Luggage dropoff allowed"", ""Hangers"", ""Body soap"", ""Heating"", ""Essentials"", ""Paid parking garage on premises"", ""Toaster"", ""Elevator"", ""Self check-in"", ""Cooking basics"", ""Shared patio or balcony"", ""Wifi"", ""Iron""]",$87.00,1,365,2,3,9999,9999,2.0,9999.0,,t,25,53,82,93,2024-12-21,306,81,10,2020-11-30,2024-12-05,4.64,4.77,4.71,4.88,4.84,4.34,4.49,"Legal entity name and Legal form: A &amp; B Apartement &amp; Boardinghouse Berlin GmbH <br/>Legal representatives or Trade register number: 119760B <br/> Entity address: Glogauer Straße 2, 10999, Berlin, Deutschland <br/>Listing address: Glogauer Straße 2, 10999, Berlin, Deutschland",t,2,2,0,0,6.19
28238467,https://www.nocarz.pl/rooms/28238467,20241221052002,2024-12-21,city scrape,Sonniges Altbauzimmer in Charlottenburg,"Bright room with loft bed, lovingly furnished, floorboard, high walls, old building, centrally located close to Savignyplatz, Kurfürstendamm and train station Zoo,  quiet residential area, on Karl-August-Platz twice a week (on  Wednesday and Saturday) market, where local merchants offer vegetables, fruits and  specialties. Many shops, restaurants, the German Opera, Jazz Clubs are within walking distance, bike rental is 100 meters away.",,https://a0.muscache.com/pictures/1ecd61c7-ec64-44bd-bacb-a4b1c40486f1.jpg,32408628,https://www.nocarz.pl/users/show/32408628,Marlene,2015-05-02,"Berlin, Germany","My name is Marlene Kuester, I live in Berlin with my dog and my French husband. I am very open-minded and I love travelling around the world and I am always interested to meet new people and to experience new cultures. 
My husband is a painter and has his atelier in the flat. I am a radio journalist, my shows are about all kinds of music like jazz, blues, rock, funk or traditonal music... 
Hope to meet you soon!",within a few hours,100%,50%,t,https://a0.muscache.com/im/users/32408628/profile_pic/1430569123/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32408628/profile_pic/1430569123/original.jpg?aki_policy=profile_x_medium,Charlottenburg,1,1,"['email', 'phone']",t,t,,Kantstraße,Charlottenburg-Wilm.,52.50793,13.31323,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Kitchen"", ""Shampoo"", ""Bed linens"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer"", ""Stove"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Heating"", ""Dedicated workspace"", ""Host greets you"", ""Essentials"", ""Dishwasher"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Iron""]",$55.00,3,10,3,3,10,10,3.0,10.0,,t,0,0,21,21,2024-12-21,91,9,0,2018-09-24,2024-09-27,4.92,4.96,4.95,4.98,4.98,4.95,4.93,04/Z/AZ/009367-19,f,1,0,1,0,1.2
1027362900230673217,https://www.nocarz.pl/rooms/1027362900230673217,20241221052002,2024-12-21,city scrape,Toplage am Kurfürstendamm,"The 2-bedroom apartment offered is located in the Wilmersdorf district, in a quiet side street. Various shops, cafes and restaurants can be reached in just a few minutes' walk away. Both Prager Platz and Berliner Straße are within walking distance. By bus you are quickly at the zoo. The nearest metro station is Güntzelstraße.  Amenities at the apartment include a fully equipped kitchen as well as a waiting dryer. The apartment also features a balcony",,https://a0.muscache.com/pictures/miso/Hosting-1027362900230673217/original/bd3e6e91-0ea4-495c-8aaf-3f5b5e32f989.jpeg,38994256,https://www.nocarz.pl/users/show/38994256,Volker,2015-07-20,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/0e47eb27-bc6b-4570-86e5-ea38b2ef9d1c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0e47eb27-bc6b-4570-86e5-ea38b2ef9d1c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Volkspark Wilmersdorf,Charlottenburg-Wilm.,52.49013566173218,13.326877692590337,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""Coffee"", ""Kitchen"", ""Room-darkening shades"", ""Smoke alarm"", ""Free dryer"", ""Exterior security cameras on property"", ""Coffee maker"", ""Hot water kettle"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Dedicated workspace"", ""Blender"", ""First aid kit"", ""Washer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""TV"", ""Elevator"", ""Wifi""]",$129.00,1,365,1,1,365,365,1.0,365.0,,t,19,34,62,234,2024-12-21,62,61,7,2023-12-17,2024-12-16,4.87,4.92,4.71,4.97,4.95,4.82,4.82,04/Z/RA/014450-23,t,1,1,0,0,5.01
